loss,auc,asr,nasr
0,2.459996,9.650000,18.345198,16.241299
0,1.900829,29.619999,27.506126,40.371227
1,1.685142,39.040001,14.762516,28.074245
2,1.593154,41.559998,15.602755,38.051044
3,1.500651,45.899998,12.813630,32.946636
4,1.440062,48.320000,9.989497,32.946636
5,1.435088,48.529999,17.913408,59.396751
6,1.351129,50.889999,13.338779,58.932713
7,1.345110,51.349998,19.407166,61.484917
8,1.297489,53.849998,32.442524,71.925751
9,1.237725,55.570000,16.244602,50.812065
10,1.223303,56.259998,28.918194,70.069603
11,1.154497,59.349998,16.898121,49.187935
12,1.213807,56.779999,36.165245,71.229698
13,1.226842,57.500000,46.341465,77.726219
14,1.166467,59.730000,54.066986,76.102089
15,1.166940,59.449997,48.862179,70.533638
16,1.175647,58.599998,37.098846,67.981438
17,1.150409,60.320000,54.417084,80.278419
18,1.134568,60.230000,44.579296,72.853828
19,1.097104,61.489998,34.508110,68.213455
20,1.093387,62.079998,47.765202,71.229698
21,1.113206,62.180000,41.066635,63.109047
22,1.107053,62.399998,55.163963,71.925751
23,1.088303,62.340000,55.794140,68.677490
24,1.094158,62.599998,43.797409,66.125290
25,1.082277,63.109997,43.715721,69.837585
26,1.073901,62.989998,31.240519,67.981438
27,1.072745,63.599998,36.223598,56.380508
28,1.158208,61.730000,54.545456,83.758698
29,1.118418,61.859997,41.101646,65.661247
30,1.105022,63.230000,47.298401,76.102089
31,1.055561,64.250000,34.286381,58.700695
32,1.090030,63.660000,29.851791,65.429230
33,1.097414,62.509998,41.405064,61.716934
34,1.115621,63.769997,31.578947,70.069603
35,1.091360,62.989998,38.604271,68.213455
36,1.140376,62.769997,48.943867,75.406029
37,1.113890,62.769997,44.240868,70.069603
38,1.120838,63.079998,36.083557,67.285378
39,1.116683,62.660000,43.949120,73.085846
40,1.184422,61.389999,47.006653,73.549881
41,1.085221,63.799999,29.653402,56.148491
42,1.190307,62.230000,49.900806,77.494194
43,1.110058,63.859997,38.254173,56.844547
44,1.118309,63.519997,42.116932,62.412991
45,1.124120,63.570000,47.041660,68.445473
46,1.174354,62.419998,53.856926,74.245934
47,1.136505,62.789997,28.824833,59.164730
48,1.091962,64.939995,32.710934,54.988396
49,1.134262,64.220001,45.501225,62.645008
50,1.197982,62.379997,41.148327,70.069603
51,1.113397,64.139999,35.908508,59.164730
52,1.132208,63.429996,34.776520,60.324825
53,1.197235,62.529999,40.949936,69.837585
54,1.227663,61.639999,55.852493,75.406029
55,1.184508,63.000000,42.548721,69.141525
56,1.213926,62.309998,50.811062,73.317863
57,1.247459,62.250000,41.475086,74.245934
58,1.230487,62.969997,33.014355,63.341064
59,1.212765,63.230000,47.065002,70.765656
60,1.238172,62.689999,55.350681,71.229698
61,1.186543,63.399998,34.683159,61.020878
62,1.289335,61.680000,41.183334,74.245934
63,1.260398,63.029999,26.234100,55.452435
64,1.311293,62.349998,43.470650,77.958237
65,1.219889,63.299999,35.885166,55.684452
66,1.201693,63.519997,30.972109,57.308582
67,1.312827,61.329998,51.021122,71.229698
68,1.287688,62.109997,43.505661,64.501160
69,1.205565,63.759998,36.958805,55.452435
70,1.294586,61.680000,32.185787,58.932713
71,1.309381,62.239998,44.194187,70.765656
72,1.275877,62.570000,38.884350,64.269142
73,1.337208,62.070000,32.617577,69.373550
74,1.323238,61.559998,36.001865,60.324825
75,1.290069,62.799999,28.929863,60.788860
76,1.307474,62.699997,37.122185,62.412991
77,1.326255,61.739998,43.412300,73.781898
78,1.309665,62.439999,41.755165,67.285378
79,1.288081,62.609997,25.230482,61.484917
80,1.328904,63.489998,34.146343,66.589325
81,1.372251,63.090000,34.858212,65.893272
82,1.419244,63.070000,36.503677,65.197212
83,1.455495,62.930000,36.888786,63.805103
84,1.490791,62.820000,36.877113,63.109047
85,1.511775,62.739998,34.986580,62.180973
86,1.561454,62.579998,40.401447,65.429230
87,1.597995,62.169998,38.615940,64.269142
88,1.613370,62.269997,38.557590,65.197212
89,1.643457,62.239998,37.577312,64.037117
90,1.641999,62.000000,34.823200,61.252899
91,1.688290,61.869999,38.125801,63.805103
92,1.722429,61.699997,38.487572,64.501160
93,1.745530,61.649998,38.814331,63.341064
94,1.769237,61.750000,39.082741,64.501160
95,1.786122,61.699997,37.542305,61.948956
96,1.842334,61.309998,42.175282,64.733177
97,1.832135,61.629997,37.927414,63.109047
98,1.852512,61.439999,39.981327,63.341064
99,1.882844,61.359997,39.316139,62.877029
100,1.884562,61.849998,38.335861,60.788860
101,1.945400,61.269997,40.763218,65.893272
102,1.931353,61.430000,37.740692,62.180973
