loss,auc,asr,nasr
0,69.317730,10.000000,100.000000,100.000000
0,1.479412,48.349998,9.943346,31.054131
1,1.210790,58.029999,12.348248,65.811966
2,1.148055,60.299999,11.885767,71.509972
3,1.115839,62.910000,9.978032,76.638176
4,1.175027,63.669998,21.655682,85.185188
5,1.151100,64.189995,13.250087,82.051285
6,0.959527,69.839996,13.701006,82.905983
7,1.046207,68.439995,7.966238,75.783478
8,1.047655,67.360001,16.418083,77.492874
9,1.031256,70.360001,14.799398,78.062675
10,1.111504,70.259995,23.193432,84.330482
11,1.333719,67.419998,43.600414,92.877495
12,1.569129,62.590000,15.654988,79.487183
13,1.122189,71.389999,25.251474,83.190880
14,1.249534,70.709999,37.414730,88.034187
15,1.530255,67.669998,48.410221,96.011398
16,1.272224,70.639999,26.477049,85.185188
17,1.291317,69.349998,15.227194,60.968662
18,1.164364,72.629997,10.960804,63.817665
19,1.429313,70.360001,26.222685,82.621078
20,1.474748,71.479996,37.437855,88.603989
21,1.743025,67.949997,22.002542,76.638176
22,1.438283,71.080002,29.934095,87.749290
23,1.507833,71.439995,31.148109,87.749290
24,1.448303,71.119995,19.539831,75.213676
25,1.845696,67.639999,43.056999,88.319084
26,1.722660,71.199997,39.056538,90.598289
27,1.834372,68.189995,33.263962,89.173790
28,1.603992,72.519997,42.582958,91.168091
29,1.975454,68.409996,34.443287,88.888885
30,1.526086,72.820000,33.980804,84.900284
31,1.918705,68.989998,44.259449,90.028488
32,1.598782,72.379997,25.656145,79.487183
33,1.749302,72.019997,34.061741,86.324783
34,1.693518,71.389999,34.593594,86.324783
35,1.660811,72.959999,37.530350,87.179489
36,1.621888,73.119995,33.553013,85.470085
37,1.565559,73.110001,27.425135,75.213676
38,1.578820,73.869995,36.235401,85.470085
39,1.733879,72.570000,33.784252,84.330482
40,1.868385,71.919998,39.137470,87.749290
41,1.651243,73.529999,31.703087,82.336182
42,1.760163,72.150002,39.865879,84.330482
43,1.999178,70.129997,35.171696,86.324783
44,2.010564,70.879997,57.266735,93.162392
45,1.708161,73.389999,31.795582,78.062675
46,1.821786,71.820000,33.333332,85.185188
47,1.770930,72.419998,40.513351,86.609688
48,1.827883,72.599998,41.762051,89.743591
49,1.708753,73.199997,39.900566,87.464386
50,1.698878,74.009995,33.495201,83.760681
51,1.568844,75.180000,31.437159,83.190880
52,1.607663,74.849998,32.801479,84.615387
53,1.623536,75.150002,35.900105,86.324783
54,1.592731,75.470001,31.575903,86.039886
55,1.703929,74.580002,39.160595,88.034187
56,1.613905,75.430000,34.871082,87.179489
57,1.589889,75.669998,33.772690,85.754982
58,1.589947,75.449997,33.483639,85.754982
59,1.585085,75.639999,33.252399,85.470085
60,1.576239,75.339996,33.980804,86.039886
61,1.599761,75.389999,35.229504,86.609688
62,1.578851,75.639999,33.922997,85.470085
63,1.578985,75.500000,34.801712,85.754982
64,1.548267,75.540001,34.154236,86.324783
65,1.571414,75.419998,34.940456,86.609688
66,1.544445,75.610001,33.922997,85.754982
67,1.544656,75.500000,33.217712,85.470085
68,1.530836,75.509995,33.356457,85.470085
69,1.549293,75.449997,34.801712,86.324783
70,1.522076,75.470001,33.818939,86.039886
71,1.561234,75.349998,35.137009,86.039886
72,1.527139,75.540001,33.853622,85.754982
73,1.538063,75.349998,34.778587,86.039886
74,1.503065,75.470001,32.893974,85.754982
75,1.506785,75.330002,33.194588,86.039886
76,1.476992,75.419998,31.599028,85.754982
77,1.513513,75.379997,35.437622,86.324783
78,1.470338,75.309998,32.778355,85.754982
79,1.493061,75.540001,34.547344,85.754982
80,1.491740,75.479996,34.489536,86.324783
81,1.498452,75.409996,35.079201,86.324783
82,1.468710,75.589996,33.055843,85.470085
83,1.498023,75.369995,35.102322,86.324783
84,1.488033,75.439995,34.292980,86.039886
85,1.496934,75.610001,34.639843,86.039886
86,1.493362,75.540001,34.686089,85.754982
87,1.469847,75.409996,33.807377,85.754982
88,1.475191,75.389999,33.714878,85.754982
89,1.463597,75.549995,32.373684,85.754982
90,1.488790,75.400002,35.102322,86.039886
91,1.466157,75.619995,32.986473,85.470085
92,1.484233,75.439995,34.119549,86.039886
93,1.480969,75.449997,34.420162,85.754982
94,1.485159,75.470001,34.605156,86.324783
95,1.496339,75.360001,35.241066,86.324783
96,1.501333,75.400002,34.790150,86.324783
97,1.473610,75.449997,33.067406,85.754982
98,1.472326,75.479996,33.576134,85.754982
99,1.465578,75.669998,33.541451,85.754982
