loss,auc,asr,nasr
0,69.317730,10.000000,100.000000,100.000000
0,1.460448,48.349998,7.364605,30.459770
1,1.142608,59.430000,5.937005,50.574711
2,1.090905,61.469997,4.792658,52.873562
3,0.938728,66.159996,3.070474,36.206898
4,0.967472,66.360001,5.143893,45.977013
5,0.986866,67.070000,3.999547,62.643677
6,0.914309,69.080002,6.639474,56.321838
7,0.842160,71.769997,3.535010,57.471264
8,0.848440,71.889999,5.404487,46.551723
9,0.938531,70.750000,9.222752,75.862068
10,0.778067,75.209999,6.696126,55.172413
11,1.008716,70.180000,12.780422,78.160919
12,1.147698,68.299995,1.314299,52.298851
13,1.258079,68.029999,17.187855,91.379311
14,0.971809,72.779999,4.566055,59.195400
15,1.117765,71.909996,8.101066,83.333336
16,1.067281,71.739998,3.047813,56.896553
17,1.522219,66.559998,6.469522,66.091957
18,1.093889,72.959999,9.222752,65.517242
19,1.047637,73.589996,2.855201,41.379311
20,1.370116,71.320000,15.454340,89.655174
21,1.055242,74.809998,5.109903,55.172413
22,1.264610,71.909996,9.052799,74.712646
23,1.386204,71.720001,8.463631,82.758621
24,1.370232,71.320000,7.047360,78.735634
25,1.351153,72.619995,8.871516,81.609192
26,1.532767,71.009995,9.415364,78.160919
27,1.662737,70.839996,14.593247,81.034485
28,1.469397,71.189995,5.393157,66.666664
29,1.506454,72.259995,12.225244,79.885056
30,1.920159,68.049995,17.199184,91.954025
31,1.441698,73.320000,10.548380,88.505745
32,1.560945,71.849998,5.404487,76.436783
33,1.461407,72.619995,2.911851,62.068966
34,1.371761,74.570000,7.953773,85.057472
35,1.466369,73.110001,7.126671,76.436783
36,1.515997,73.449997,5.495128,74.712646
37,1.448390,74.589996,10.525720,78.735634
38,1.417674,74.629997,5.313846,74.137932
39,1.703828,72.759995,16.338093,87.356323
40,1.420072,74.820000,8.508951,69.540230
41,1.599338,72.589996,10.174485,85.057472
42,1.622138,72.110001,9.811919,63.218391
43,1.663339,71.099998,7.976433,81.034485
44,1.358971,75.309998,4.305461,64.942528
45,1.475746,74.779999,8.180376,78.735634
46,1.455803,75.299995,10.525720,78.160919
47,1.451302,76.080002,9.460685,78.735634
48,1.355293,76.099998,6.276909,75.287354
49,1.333122,77.169998,7.115341,74.137932
50,1.327487,77.299995,6.730116,75.287354
51,1.327138,77.430000,6.197598,74.712646
52,1.341624,77.150002,7.659189,77.586205
53,1.340979,77.089996,7.341945,77.011497
54,1.320071,77.360001,6.514843,75.862068
55,1.311369,77.290001,6.424201,73.563217
56,1.350668,76.939995,7.115341,78.735634
57,1.312521,77.320000,6.458192,74.712646
58,1.326064,77.099998,6.639474,77.011497
59,1.319196,77.449997,6.242919,75.287354
60,1.315740,77.129997,6.560163,77.011497
61,1.323110,77.049995,7.205983,77.011497
62,1.318396,77.099998,7.138001,77.011497
63,1.314473,77.239998,7.251303,77.011497
64,1.279781,77.320000,6.129617,72.988503
65,1.304326,77.080002,6.650805,76.436783
66,1.299785,77.220001,6.900068,75.862068
67,1.285826,77.369995,6.922729,73.563217
68,1.284433,77.279999,6.764106,74.712646
69,1.292913,77.099998,6.832087,77.586205
70,1.277345,77.250000,6.741446,75.287354
71,1.289013,76.979996,7.013370,77.586205
72,1.279959,77.229996,6.650805,75.287354
73,1.286130,77.229996,6.775436,77.011497
74,1.258597,77.309998,6.673465,74.137932
75,1.266236,77.349998,6.367550,74.137932
76,1.276519,77.259995,6.378881,75.862068
77,1.257727,77.139999,6.707456,74.712646
78,1.251484,77.139999,6.605484,75.287354
79,1.264792,76.970001,6.503512,75.287354
80,1.261428,77.009995,6.786767,75.862068
81,1.268144,76.949997,7.126671,75.862068
82,1.249189,77.110001,6.152277,74.137932
83,1.258519,77.009995,7.104011,75.862068
84,1.254679,77.070000,6.514843,74.137932
85,1.254020,77.070000,6.934059,73.563217
86,1.254664,77.150002,7.104011,74.712646
87,1.245574,77.110001,6.798097,74.137932
88,1.253632,76.970001,6.571494,73.563217
89,1.246704,77.099998,6.616814,73.563217
90,1.255071,77.110001,7.138001,75.862068
91,1.248977,76.979996,6.730116,74.137932
92,1.248319,77.139999,6.628144,73.563217
93,1.251574,77.360001,7.330614,74.712646
94,1.251781,77.070000,6.843417,76.436783
95,1.264034,76.989998,7.251303,78.735634
96,1.261524,77.029999,6.616814,76.436783
97,1.247436,77.000000,6.764106,73.563217
98,1.245477,77.080002,6.684795,73.563217
99,1.251303,77.159996,6.956719,74.712646
