loss,auc,asr,nasr
0,15.923326,9.990000,0.000000,0.000000
0,1.344619,52.029999,4.464084,15.517241
1,1.233722,55.639999,2.016769,21.839081
2,1.043529,63.000000,2.209381,23.563219
3,0.937885,67.150002,3.455699,29.885057
4,0.877347,69.309998,3.274417,39.080460
5,0.856166,70.320000,2.028099,42.528736
6,0.887238,70.400002,7.727170,78.160919
7,0.843925,71.879997,4.305461,67.816093
8,0.875811,70.939995,4.271471,59.195400
9,0.850770,73.220001,8.712894,80.459770
10,1.000428,68.939995,2.979832,74.712646
11,0.881634,73.180000,4.758668,52.873562
12,1.049099,69.059998,3.693633,70.689651
13,1.090601,70.430000,12.825743,90.229881
14,0.983389,72.479996,4.577385,54.022987
15,0.964598,73.989998,5.336506,66.091957
16,1.345475,67.419998,6.095627,74.712646
17,1.349687,67.979996,4.702017,78.735634
18,1.189437,73.080002,10.944936,82.183907
19,1.142717,72.290001,2.447315,45.977013
20,1.284404,70.489998,4.849309,72.988503
21,1.384283,70.989998,3.274417,51.724136
22,1.440224,71.229996,7.931113,67.241379
23,1.566527,70.379997,12.701111,77.586205
24,1.352739,72.269997,5.869023,72.413795
25,1.450034,71.889999,11.738047,87.356323
26,1.357948,73.549995,8.973488,75.287354
27,1.423703,72.970001,13.222298,80.459770
28,1.629728,70.599998,7.330614,77.586205
29,1.397271,73.519997,11.171539,82.183907
30,1.229418,74.369995,4.101518,52.873562
31,1.319183,74.799995,9.347383,79.310341
32,1.723291,71.019997,10.820304,79.885056
33,1.525078,72.979996,8.282348,78.160919
34,1.562668,71.509995,21.481985,84.482758
35,1.404544,73.659996,7.715840,74.712646
36,1.436620,75.000000,7.919783,72.988503
37,1.406388,74.699997,8.803535,75.287354
38,1.905306,69.040001,25.062317,85.632187
39,1.528578,72.939995,11.250850,77.586205
40,1.389095,75.049995,5.177884,64.942528
41,1.385547,75.330002,13.358260,87.931038
42,1.537726,73.129997,7.647859,80.459770
43,1.337274,76.689995,8.769545,77.586205
44,1.329032,76.839996,7.987764,71.264366
45,1.309920,76.839996,8.135056,75.862068
46,1.298258,77.019997,8.259687,75.862068
47,1.318414,77.180000,8.123726,78.160919
48,1.300417,77.229996,7.874462,77.011497
49,1.306270,77.220001,8.305008,76.436783
50,1.313250,77.299995,7.851802,77.011497
51,1.340344,77.019997,8.939497,77.586205
52,1.311186,77.279999,8.656243,77.586205
53,1.309006,77.169998,8.667573,75.862068
54,1.292908,77.500000,8.101066,76.436783
55,1.309763,77.330002,8.656243,77.586205
56,1.292754,77.159996,7.908453,77.011497
57,1.294994,77.209999,8.599592,77.011497
58,1.293991,77.290001,8.203036,77.011497
59,1.295915,77.059998,8.622252,77.011497
60,1.282660,77.269997,7.693180,75.287354
61,1.283293,77.339996,8.146386,75.862068
62,1.282326,77.339996,8.112395,75.862068
63,1.280406,77.379997,7.965103,75.287354
64,1.289329,77.139999,8.860186,75.862068
65,1.276298,77.169998,7.829142,75.287354
66,1.273396,77.250000,8.044415,75.862068
67,1.286150,77.180000,8.588263,76.436783
68,1.281960,77.189995,8.554272,75.862068
69,1.264841,77.139999,7.851802,74.712646
70,1.275725,77.180000,8.508951,74.712646
71,1.298290,76.879997,9.370044,79.885056
72,1.271982,77.180000,8.554272,75.287354
73,1.259401,77.269997,8.452300,75.287354
74,1.253597,77.169998,7.885792,74.712646
75,1.256011,77.029999,8.248358,74.712646
76,1.261244,77.110001,8.588263,77.011497
77,1.247592,77.159996,8.338999,75.862068
78,1.245489,77.029999,8.406980,75.287354
79,1.247620,77.129997,7.965103,74.712646
80,1.246708,77.220001,7.897122,74.712646
81,1.243072,77.259995,8.123726,74.712646
82,1.236929,77.139999,7.738500,74.712646
83,1.248528,77.239998,8.418310,74.712646
84,1.245297,77.089996,8.169046,75.287354
85,1.247099,77.029999,8.610923,74.712646
86,1.252710,77.059998,8.508951,75.862068
87,1.241510,77.059998,8.123726,74.712646
88,1.244075,77.000000,8.282348,74.712646
89,1.246194,77.180000,7.953773,74.712646
90,1.257425,77.029999,8.780875,77.011497
91,1.244004,77.209999,7.840472,74.712646
92,1.248679,77.019997,8.962157,75.287354
93,1.242650,77.150002,8.372989,74.712646
94,1.252796,76.949997,8.542941,76.436783
95,1.244185,77.119995,7.840472,74.712646
96,1.235595,77.080002,8.010424,74.712646
97,1.252094,77.099998,8.622252,75.287354
98,1.241293,77.129997,8.021754,74.712646
99,1.233305,77.070000,7.579878,74.712646
