loss,auc,asr,nasr
0,15.923326,9.990000,0.000000,0.000000
0,1.352755,52.070000,7.388137,36.752136
1,1.221956,56.579998,2.566771,25.071224
2,1.123751,61.219997,7.711874,65.811966
3,0.999825,66.799995,10.764250,73.219376
4,1.121956,63.399998,12.533240,73.789177
5,1.017276,66.839996,23.378424,78.347580
6,1.064401,67.309998,26.326742,85.470085
7,0.987157,70.150002,28.014799,80.626778
8,1.092653,69.739998,47.901489,89.743591
9,1.082194,71.309998,47.346512,90.883194
10,1.285982,65.979996,48.560528,91.737892
11,1.123443,69.529999,34.547344,74.928772
12,1.186299,68.639999,43.473232,81.766380
13,1.118301,71.889999,44.201641,85.185188
14,1.076417,71.900002,36.836628,77.492874
15,1.154625,72.839996,44.548500,89.173790
16,1.618220,66.619995,62.851196,94.017090
17,1.282974,71.889999,51.890392,86.039886
18,1.392994,71.019997,36.836628,82.621078
19,1.481036,69.439995,57.856400,89.458687
20,1.472297,70.559998,54.387791,86.609688
21,1.767005,67.159996,42.652328,79.487183
22,1.492625,71.330002,44.340385,80.911682
23,1.495423,70.129997,24.916174,64.387466
24,1.687075,69.750000,59.729446,85.754982
25,1.524899,71.540001,45.889698,83.760681
26,1.526318,70.269997,35.564804,76.638176
27,1.771574,69.699997,58.711987,88.319084
28,1.459257,72.360001,37.900333,72.934471
29,1.780907,70.629997,56.966122,92.877495
30,1.751619,70.500000,62.654640,92.877495
31,1.569847,72.080002,47.866802,80.056976
32,1.884286,69.009995,54.792461,85.754982
33,1.675913,73.059998,58.249508,90.028488
34,1.616216,73.540001,58.064514,90.028488
35,1.546731,74.159996,49.832348,84.330482
36,1.689978,72.989998,60.423168,86.039886
37,1.513221,74.900002,52.364433,82.336182
38,1.644963,74.029999,55.486183,86.894585
39,1.552980,75.290001,55.567116,87.749290
40,1.517261,75.699997,53.162212,84.900284
41,1.549858,75.379997,55.335876,86.324783
42,1.562281,75.409996,56.711758,87.749290
43,1.501557,75.669998,52.468491,83.475784
44,1.545997,75.309998,53.913746,86.324783
45,1.550052,75.529999,55.624928,86.894585
46,1.563059,75.799995,55.567116,86.894585
47,1.564590,75.500000,55.809917,87.179489
48,1.510355,75.549995,52.769104,85.754982
49,1.558374,75.349998,56.769566,87.464386
50,1.537670,75.709999,56.168343,87.179489
51,1.546724,75.479996,55.601803,87.179489
52,1.536950,75.729996,56.480518,87.179489
53,1.514710,75.659996,53.821251,84.900284
54,1.515197,75.669998,55.347439,85.754982
55,1.548234,75.529999,57.070179,86.609688
56,1.501420,75.699997,54.723087,84.900284
57,1.543688,75.479996,57.521099,87.464386
58,1.538057,75.449997,57.232048,87.464386
59,1.506753,75.549995,56.341770,87.179489
60,1.520335,75.229996,56.989246,87.179489
61,1.513556,75.540001,56.260838,87.464386
62,1.485081,75.500000,54.584343,85.754982
63,1.510524,75.349998,57.035496,86.894585
64,1.500455,75.419998,56.260838,86.609688
65,1.492116,75.639999,55.960224,86.039886
66,1.478028,75.459999,55.393684,86.324783
67,1.477242,75.580002,55.786793,86.324783
68,1.478931,75.479996,55.312752,86.609688
69,1.446532,75.509995,53.266273,85.185188
70,1.486149,75.570000,56.214588,86.609688
71,1.510546,75.269997,57.925770,88.888885
72,1.489941,75.430000,56.862064,87.749290
73,1.445666,75.709999,54.422474,85.470085
74,1.429600,75.659996,52.456928,84.615387
75,1.440078,75.479996,54.075615,85.470085
76,1.444295,75.580002,55.150883,85.754982
77,1.457191,75.610001,56.445831,86.039886
78,1.445553,75.509995,55.532429,86.324783
79,1.457214,75.189995,57.312984,88.034187
80,1.453618,75.299995,56.503639,86.894585
81,1.432178,75.509995,55.197132,86.039886
82,1.433812,75.349998,55.509304,86.039886
83,1.448655,75.349998,56.098969,86.609688
84,1.453158,75.360001,55.994911,86.609688
85,1.441388,75.570000,56.006474,86.039886
86,1.452025,75.430000,55.694298,85.754982
87,1.423328,75.330002,54.526535,85.470085
88,1.442342,75.500000,55.289627,85.754982
89,1.437363,75.500000,55.046825,85.754982
90,1.465161,75.419998,57.578911,87.464386
91,1.432206,75.349998,54.919643,85.470085
92,1.447299,75.389999,56.388020,85.754982
93,1.447142,75.400002,56.364895,86.324783
94,1.448969,75.430000,56.052723,86.609688
95,1.430693,75.459999,53.601570,85.185188
96,1.419595,75.479996,54.202797,85.470085
97,1.459965,75.400002,56.989246,87.179489
98,1.426978,75.459999,54.538094,85.754982
99,1.420910,75.459999,53.879059,85.754982
