loss,auc,asr,nasr
86,1.495660,62.439999,21.145992,61.484917
87,1.543011,62.079998,22.849808,64.269142
88,1.544987,62.289997,20.282413,59.164730
89,1.565422,62.299999,19.850624,58.004639
90,1.589938,62.119999,20.014004,60.092804
91,1.622043,61.919998,20.527483,60.556843
92,1.642456,61.919998,19.990664,59.628769
93,1.666809,62.139999,20.200724,60.324825
94,1.670932,62.320000,19.068737,56.148491
95,1.717169,61.859997,22.336329,59.396751
96,1.725686,61.699997,21.122652,57.772621
97,1.742080,61.829998,20.749212,56.844547
98,1.784953,61.469997,21.997900,60.556843
99,1.800342,61.519997,20.970942,59.628769
100,1.812898,61.459999,19.652235,58.700695
101,1.844423,61.189999,20.702532,59.628769
102,1.858463,61.279999,19.943985,56.148491
103,1.872597,61.329998,19.547205,56.612526
104,1.918487,60.980000,21.029291,62.180973
105,1.934506,61.090000,22.873148,61.252899
106,1.959682,60.759998,21.414400,58.700695
107,1.974821,60.980000,19.488855,58.468674
108,1.963629,61.009998,18.181818,53.132248
109,2.013076,60.619999,20.375772,57.308582
110,2.028406,60.840000,19.745594,57.076565
111,2.064313,60.559998,21.309372,59.164730
112,2.077276,60.689999,19.197105,55.452435
113,2.112153,60.239998,21.437740,60.556843
114,2.144834,60.090000,22.966507,63.109047
115,2.135906,60.629997,19.045397,56.380508
116,2.175002,60.199997,20.107365,60.556843
117,2.182580,60.399998,19.558874,58.236656
118,2.225243,60.279999,20.725872,58.236656
119,2.270785,60.000000,22.441359,59.164730
120,2.249745,60.160000,19.523865,56.148491
121,2.296737,59.949997,21.145992,57.076565
122,2.342447,59.769997,23.258257,61.716934
123,2.345603,60.109997,21.017622,61.020878
124,2.369130,60.059998,20.352434,58.004639
125,2.362636,60.090000,19.255455,57.076565
126,2.373911,60.199997,18.695297,50.580044
127,2.406824,59.859997,18.636948,55.684452
128,2.439676,59.579998,20.970942,55.916470
129,2.451420,59.649998,19.675575,54.060322
130,2.503080,59.680000,21.601120,59.396751
131,2.561315,59.299999,23.013187,61.252899
132,2.580609,59.340000,22.056250,63.573082
133,2.568852,59.840000,20.317423,55.452435
134,2.610192,59.329998,22.663088,61.484917
135,2.622028,59.259998,20.037344,57.540600
136,2.644788,59.590000,21.962889,59.860786
137,2.683720,58.969997,20.142374,58.468674
138,2.674531,59.539997,19.150427,54.292343
139,2.730831,59.469997,20.924261,60.556843
140,2.741090,59.289997,21.519430,60.556843
141,2.756827,59.149998,20.259073,57.076565
142,2.789421,59.309998,20.690863,56.612526
143,2.846394,59.079998,21.356050,59.860786
144,2.815379,59.149998,19.850624,54.060322
145,2.870475,59.009998,20.177383,58.700695
146,2.877827,59.209999,20.422453,56.844547
147,2.925870,58.849998,22.534718,60.092804
148,2.938833,59.039997,21.612791,57.076565
149,2.964893,58.739998,20.690863,57.772621
150,2.976093,59.009998,21.286032,58.236656
151,2.995069,59.139999,20.819233,58.236656
152,3.004745,59.049999,20.037344,54.524361
153,3.091288,58.849998,21.834520,61.020878
154,3.094654,58.799999,20.655853,55.452435
155,3.098593,59.079998,20.842571,56.612526
156,3.117529,59.180000,21.262691,55.916470
157,3.162122,58.879997,20.784222,58.236656
158,3.194180,58.799999,21.647800,61.948956
159,3.193722,58.789997,20.247404,57.540600
160,3.233007,58.779999,21.402731,58.236656
161,3.232180,58.750000,21.694481,58.468674
162,3.260571,58.959999,18.228498,56.148491
163,3.326828,58.430000,21.986229,59.396751
164,3.291119,59.019997,19.162096,54.524361
165,3.348216,58.509998,21.332710,57.308582
166,3.358211,58.649998,21.087641,58.236656
167,3.385520,58.599998,20.072353,55.452435
168,3.440444,58.609997,21.402731,58.932713
169,3.440603,58.489998,21.741159,60.092804
170,3.514545,58.459999,23.106546,61.716934
171,3.484227,58.609997,21.274361,58.700695
172,3.484378,58.820000,20.025675,55.452435
173,3.527226,58.629997,21.040962,58.236656
174,3.539807,58.430000,19.675575,56.380508
175,3.557352,58.430000,20.037344,56.148491
176,3.627153,58.230000,22.616407,60.788860
177,3.604191,58.660000,20.375772,54.756378
178,3.676023,58.119999,21.052631,59.860786
179,3.693185,58.269997,20.492474,55.916470
180,3.680906,58.539997,22.196289,57.772621
181,3.725140,58.329998,21.169331,55.916470
182,3.760352,58.029999,22.394678,61.484917
183,3.775335,58.340000,22.126268,58.468674
184,3.807881,58.090000,21.542770,58.236656
185,3.795294,58.039997,21.122652,56.844547
186,3.825035,58.349998,20.830902,55.452435
187,3.868781,58.180000,22.884817,58.700695
188,3.879138,58.169998,22.604738,58.932713
189,3.859044,58.359997,20.224064,54.524361
190,3.895784,58.160000,20.667522,55.684452
191,3.955383,57.949997,23.760065,62.180973
192,3.902734,58.230000,19.477184,54.060322
193,3.980392,58.389999,20.585833,57.772621
194,3.991888,57.939999,22.348000,61.716934
195,3.986126,58.230000,21.764500,56.612526
196,4.050880,58.189999,21.869530,58.468674
197,4.016848,58.169998,20.364103,57.540600
198,4.037138,58.059998,21.461081,56.380508
199,4.184696,57.730000,24.857042,66.821342
