loss,auc,asr,nasr
0,57.300506,10.000000,0.000000,0.000000
0,1.454300,48.809998,23.841755,72.389786
1,1.125568,60.279999,3.582682,46.635731
2,1.625685,49.980000,34.414749,94.431549
3,1.320755,58.910000,7.165363,81.438515
4,1.127186,65.169998,8.589100,87.006958
5,0.914656,68.500000,1.120317,48.027840
6,1.146241,64.089996,5.449877,80.046402
7,1.301476,64.439995,17.831718,91.415314
8,1.125688,69.349998,15.871163,87.935028
9,1.200681,68.500000,12.731940,83.294662
10,1.468787,63.739998,23.048197,93.271461
11,1.006237,71.939995,3.524332,58.004639
12,1.135070,69.930000,11.028125,81.206497
13,1.297595,68.209999,7.807212,80.742455
14,1.267125,68.589996,10.374606,77.494194
15,1.723831,64.229996,10.362936,82.830627
16,1.494386,67.979996,20.434122,92.111366
17,1.540635,67.470001,15.521065,88.399071
18,1.628590,67.959999,19.605555,93.271461
19,1.552851,69.379997,12.883651,81.670532
20,1.403069,70.619995,11.109815,74.709976
21,1.817919,67.549995,15.065935,90.719254
22,2.004619,65.150002,17.808378,85.846863
23,1.832599,67.489998,17.049831,90.023201
24,1.939118,67.189995,13.035360,86.078880
25,1.852900,67.000000,20.224064,90.951271
26,1.811455,69.009995,13.992298,85.614845
27,2.055264,67.299995,31.065468,95.591644
28,1.667579,71.269997,23.690046,94.431549
29,1.929143,70.809998,27.331078,95.823662
30,1.745435,72.119995,21.274361,91.183289
31,1.683965,70.439995,11.343214,77.958237
32,1.632846,72.169998,19.628895,82.830627
33,2.022982,69.580002,18.006769,87.935028
34,1.850517,71.419998,22.184620,92.807419
35,1.598354,71.949997,17.609989,85.614845
36,1.830467,70.479996,17.936749,87.935028
37,1.754108,70.400002,10.397946,72.621811
38,1.734179,72.089996,20.060684,86.078880
39,1.638040,73.619995,14.155678,83.294662
40,1.681497,74.379997,18.683626,88.631088
41,1.660001,74.680000,18.310188,87.703011
42,1.655481,75.290001,19.115416,88.399071
43,1.685219,75.369995,21.286032,90.719254
44,1.653609,75.470001,19.290466,88.631088
45,1.693211,75.379997,20.422453,90.487236
46,1.612856,75.559998,18.356869,88.631088
47,1.671058,75.589996,20.200724,90.023201
48,1.658675,75.830002,20.060684,89.327141
49,1.676325,75.459999,20.772552,90.951271
50,1.637814,75.500000,19.477184,89.095123
51,1.644217,75.479996,19.780605,89.559158
52,1.648265,75.599998,19.757265,89.327141
53,1.651556,75.369995,20.025675,89.327141
54,1.613658,75.500000,18.858677,88.631088
55,1.672459,75.669998,20.632513,90.023201
56,1.622715,75.479996,19.022057,89.559158
57,1.688100,75.459999,21.251020,91.647331
58,1.626891,75.509995,19.022057,89.559158
59,1.641152,75.610001,19.955654,89.559158
60,1.635018,75.489998,20.364103,90.255219
61,1.603830,75.610001,19.395494,89.559158
62,1.650059,75.409996,20.130703,90.951271
63,1.620230,75.489998,19.862295,89.327141
64,1.636056,75.439995,20.504143,91.415314
65,1.607282,75.479996,19.803944,89.791183
66,1.598034,75.459999,19.383825,88.863106
67,1.602545,75.540001,19.698915,90.023201
68,1.612955,75.529999,19.897305,90.023201
69,1.621799,75.320000,20.795893,90.951271
70,1.585425,75.509995,20.189054,90.487236
71,1.550328,75.519997,18.240168,88.399071
72,1.603958,75.459999,20.527483,90.255219
73,1.613388,75.330002,20.655853,91.415314
74,1.625650,75.449997,22.044579,91.647331
75,1.563906,75.529999,19.162096,89.095123
76,1.551878,75.650002,19.267126,89.327141
77,1.571390,75.610001,20.119034,90.951271
78,1.533141,75.709999,18.882017,88.631088
79,1.544948,75.709999,19.208776,88.863106
80,1.555412,75.559998,19.442175,90.255219
81,1.564096,75.570000,20.154043,90.951271
82,1.594746,75.409996,21.262691,91.647331
83,1.558170,75.559998,19.523865,89.559158
84,1.575811,75.409996,20.002335,90.951271
85,1.533665,75.610001,18.508577,89.095123
86,1.563109,75.449997,20.002335,91.183289
87,1.546911,75.589996,19.302135,89.559158
88,1.559901,75.489998,19.628895,89.791183
89,1.614604,75.349998,21.951220,92.343384
90,1.558100,75.519997,19.768934,90.719254
91,1.550197,75.529999,19.535536,89.559158
92,1.562475,75.489998,19.850624,90.951271
93,1.563169,75.339996,19.838955,90.719254
94,1.574181,75.470001,20.224064,91.183289
95,1.554114,75.330002,19.453846,90.023201
96,1.568148,75.459999,20.212393,90.487236
97,1.565472,75.389999,20.025675,90.719254
98,1.532304,75.570000,19.103746,89.791183
99,1.583554,75.430000,21.496090,91.183289
